note,type,num,fing
G,(b5),1,34x003
G,(b5),2,32x023
G,(b5),3,xx5423
G,(b5),4,xx5687
G,aug/69,1,301000
G,aug/69,2,302440
G,aug/69,3,321200
G,aug/69,4,322243
G,9#5,1,301001
G,9#5,2,301441
G,9#5,3,3x1201
G,9#5,4,3212x1
G,m,1,355333
G,m,2,310033
G,m,3,xx5786
G,m7,1,353333
G,m7,2,310031
G,m7,3,355363
G,m7,4,353366
G,m7,5,xx5766
G,m6,1,310030
G,m6,2,355353
G,m6,3,xx5756
G,m6,4,3103x0
G,m6,5,3x0330
G,m9,1,353335
G,m9,2,300331
G,m9,3,3102x1
G,m9,4,31x231
G,dim,1,3453x3
G,dim,2,31x023
G,dim,3,xx5323
G,dim,4,xx5686
G,dim7,1,312020
G,dim7,2,345353
G,dim7,3,xx5656
G,dim7,4,3423x0
G,dim7,5,3x2320
G,m6#5,1,311040
G,m6#5,2,365353
G,m6#5,3,3113x0
G,m6#5,4,3x2340
G,m7#5,1,363343
G,m7#5,2,3113x1
G,m7#5,3,311341
G,m7#5,4,3x5343
G,m11,1,333333
G,m11,2,300311
G,m11,3,310011
G,m11,4,313211
G,m11,5,xx5566
G,m11#5,1,301311
G,m11#5,2,311211
G,m11#5,3,333345
G,m11#5,4,311213
G,dim6,1,312020
G,dim6,2,345353
G,dim6,3,xx5656
G,dim6,4,3423x0
G,dim6,5,3x2320
G,dim9,1,302323
G,dim9,2,30x320
G,dim9,3,31x220
G,m13,1,333353
G,m13,2,302311
G,m13,3,313010
G,m13,4,312311
G,m13#5,1,303340
G,m13#5,2,313040
G,m13#5,3,363353
G,m13#5,4,363355
G,m6/9,1,300330
G,m6/9,2,310230
G,m6/9,3,3023x0
G,m6/9,4,30233x
G,m6/11,1,310010
G,m6/11,2,300310
G,m6/11,3,335353
G,m6/11,4,302310
G,m6/11,5,xx5556
G,m9#5,1,3013x1
G,m9#5,2,3112x1
G,m9#5,3,311241
G,m9#5,4,3x3345
G,m11/13,1,333353
G,m11/13,2,302311
G,m11/13,3,313010
G,m11/13,4,312311
G,m9/11,1,333333
G,m9/11,2,300311
G,m9/11,3,310011
G,m9/11,4,313211
G,m9/11,5,xx5566
G,m9/13,1,333353
G,m9/13,2,302311
G,m9/13,3,313010
G,m9/13,4,312311
G,dim6/9,1,302323
G,dim6/9,2,30x320
G,dim6/9,3,31x220
G,9sus,1,300031
G,9sus,2,303033
G,9sus,3,3002x1
G,9sus,4,xx5765
G,9sus,5,353x35
G,1sus,1,330011
G,1sus,2,333533
G,1sus,3,353533
G,1sus,4,333563
G,1sus,5,xx5768
G,6/9sus,1,300230
G,6/9sus,2,302030
G,6/9sus,3,302233
G,6/9sus,4,302033
G,6/9sus,5,xx5755
G,6b5sus,1,342020
G,6b5sus,2,3x2023
G,6b5sus,3,342x23
G,6b5sus,4,xx5653
G,7b5sus,1,343663
G,7b5sus,2,34302x
G,7b5sus,3,34x021
G,7b5sus,4,3430x1
G,7b5sus,5,xx5663
G,9b5sus,1,300021
G,9b5sus,2,343x35
G,9b5sus,3,353635
G,9b5sus,4,343635
G,9#5sus,1,300031
G,9#5sus,2,303033
G,9#5sus,3,3002x1
G,9#5sus,4,xx5765
G,9#5sus,5,353x35
G#,maj,1,465544
G#,maj,2,4311113
G#,maj,3,43101x
G#,maj,4,4x1013
G#,maj,5,xx6543
G#,maj,6,xx6888
G#,maj7,1,465544
G#,maj7,2,4311113
G#,maj7,3,43101x
G#,maj7,4,4x1013
G#,maj7,5,xx6543
G#,maj7,6,xx6888
G#,7,1,464544
G#,7,2,431112
G#,7,3,xx6878
G#,6,1,4311111
G#,6,2,xx6868
G#,6,3,43354x
G#,maj9,1,435343
G#,maj9,2,4111113
G#,maj9,3,411313
G#,maj9,4,41101x
G#,9,1,464546
G#,9,2,411112
G#,9,3,411312
G#,9,4,414112
G#,13,1,444564
G#,13,2,414111
G#,13,3,413112
G#,13,4,444111
G#,maj13,1,433343
G#,maj13,2,445564
G#,maj13,3,443011
G#,maj13,4,413113
G#,aug,1,432x10
G#,aug,2,43x1110
G#,aug,3,4x21x10
G#,aug,4,4321x0
G#,aug,5,xx6554
G#,7#5,1,4x4454
G#,7#5,2,474574
G#,7#5,3,4341x0
G#,7#5,4,434x10
G#,maj7#5,1,43201x
G#,maj7#5,2,42x2013
G#,maj7#5,3,xx6553
G#,aug,61,433111
G#,aug,62,4331x0
G#,aug,63,433x10
G#,aug,64,43355x
G#,6/9,1,433344
G#,6/9,2,411111
G#,6/9,3,411311
G#,6/9,4,413111
G#,11,1,444544
G#,11,2,441112
G#,11,3,444576
G#,11,4,xx6678
G#,11,5,446574
G#,6/11,1,446564
G#,6/11,2,411211
G#,6/11,3,441311
G#,6/11,4,411321
G#,6/9b5,1,411131
G#,6/9b5,2,463344
G#,6/9b5,3,463346
G#,6/9b5,4,45334x
G#,9b5,1,434344
G#,9b5,2,410x12
G#,maj9b5,1,433333
G#,maj9b5,2,410013
G#,maj9b5,3,410014
G#,13b5,1,454564
G#,6/11b5,1,446544
G#,6/11b5,2,456644
G#,6/11b5,3,446646
G#,6/11b5,4,411211
G#,6/11b5,5,446544
G#,6/11b5,6,456644
G#,6/11b5,7,446646
G#,6/11b5,8,411211
G#,9/11,1,444544
G#,9/11,2,441112
G#,9/11,3,444567
G#,9/11,4,xx6678
G#,9/11,5,446574
G#,9/13,1,444564
G#,9/13,2,414111
G#,9/13,3,413112
G#,9/13,4,444111
G#,9/13b5,1,454564
G#,11/13,1,444564
G#,11/13,2,414111
G#,11/13,3,413112
G#,11/13,4,444111
G#,6b5,1,433534
G#,6b5,2,430111
G#,6b5,3,431131
G#,6b5,4,xx6768
G#,6b5,5,430131
G#,7b5,1,430112
G#,7b5,2,454774
G#,7b5,3,43453x
G#,7b5,4,xx6778
G#,maj7b5,1,430013
G#,maj7b5,2,435533
G#,maj7b5,3,430034
G#,maj7b5,4,4x0014
G#,maj7b5,5,xx6788
G#,(b5),1,430114
G#,(b5),2,43013x
G#,(b5),3,xx6534
G#,(b5),4,xx6798
G#,m,1,466444
G#,m,2,42110x
G#,m,3,xx6897
G#,m7,1,464444
G#,m7,2,464477
G#,m7,3,466474
G#,m7,4,4x1102
G#,m7,5,xx6877
G#,m6,1,466464
G#,m6,2,xx6867
G#,m6,3,421141
G#,m6,4,421x01
G#,m6,5,4x101
G#,m9,1,464464
G#,m9,2,41x02
G#,m9,3,4x13x02
G#,dim,1,420104
G#,dim,2,42040x
G#,dim,3,4564x4
G#,dim,4,4x0401
G#,dim,5,xx634
G#,dim,6,xx6797
G#,dim7,1,420101
G#,dim7,2,456464
G#,dim7,3,xx6767
G#,dim7,4,4x0401
G#,dim7,5,45343x
G#,m6#5,1,423100
G#,m6#5,2,4x3400
G#,m6#5,3,476464
G#,m6#5,4,4x2101
G#,m7#5,1,424400
G#,m7#5,2,47445
G#,m7#5,3,4224x2
G#,m7#5,4,47474
G#,m11,1,444444
G#,m11,2,424322
G#,m11,3,444664
G#,m11,4,444476
G#,m11,5,xx6677
G#,m11#5,1,422322
G#,m11#5,2,444456
G#,m11#5,3,442300
G#,m11#5,4,424300
G#,dim6,1,420101
G#,dim6,2,456464
G#,dim6,3,xx6767
G#,dim6,4,4x0401
G#,dim6,5,45343x
G#,dim9,1,410101
G#,dim9,2,42030x
G#,m13,1,444464
G#,m13,2,423422
G#,m13,3,423322
G#,m13,4,466666
G#,m13#5,1,474464
G#,m6/9,1,411441
G#,m6/9,2,41x301
G#,m6/9,3,411x01
G#,m6/11,1,446464
G#,m6/11,2,421211
G#,m6/11,3,44x466
G#,m6/11,4,411421
G#,m6/11,5,xx6667
G#,m9#5,1,424300
G#,m9#5,2,414400
G#,m9#5,3,414100
G#,m9#5,4,422x2
G#,m11/13,1,444464
G#,m11/13,2,423422
G#,m11/13,3,423322
G#,m11/13,4,466666
G#,m9/11,1,444444
G#,m9/11,2,424322
G#,m9/11,3,444664
G#,m9/11,4,444476
G#,m9/11,5,xx6677
G#,m9/13,1,444464
G#,m9/13,2,423422
G#,m9/13,3,423322
G#,m9/13,4,466666
G#,dim11,1,440101
G#,dim11,2,420121
G#,dim13,1,440101
G#,dim13,2,420121
G#,dim6/9,1,410101
G#,dim6/9,2,42030x
G#,9sus,1,xx6876
G#,9sus,2,464x46
G#,9sus,3,41114x2
G#,11sus,1,444644
G#,11sus,2,46464x
G#,11sus,3,46467x4
G#,11sus,4,464x44
G#,11sus,5,xx6789
G#,6/9sus,1,41141
G#,6/9sus,2,xx6866
G#,6/9sus,3,4113x1
G#,6b5sus,1,xx6764
G#,6b5sus,2,xxx131
G#,6b5sus,3,40x131
G#,7b5sus,1,454774
G#,7b5sus,2,40x132
G#,7b5sus,3,xx6774
G#,9b5sus,1,454444
G#,9b5sus,2,411132
G#,9b5sus,3,454x46
G#,9b5sus,4,464747
